Object Number	Is Public Domain	Department	Object Name	Title	Culture	Artist Role	Artist Prefix	Artist Display Name	Artist Suffix	Artist Alpha Sort	Artist Nationality	Artist Begin Date	Artist End Date	Object Date	Object Begin Date	Object End Date	Medium	Dimensions	Credit Line	Acquisition Date	City	State	County	Country	Region	Classification	Rights and Reproduction	Link Resource	Repository
1991.1232	False	Photographs	Photograph	Arbeitslos		Artist		August Sander		Sander, August	German	1876	1964	1928	1928	1928	Gelatin silver print	23 x 17 cm (9 1/16 x 6 11/16 in.)	Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel and Samuel J. Wagstaff Jr. Bequest, 1991							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/266537	Metropolitan Museum of Art, New York, NY
1991.1233	True	Photographs	Photograph	15, rue Maître-Albert		Artist		Eugène Atget		Atget, Eugène	French	1857-02-02	1927-08-04 00:00:00	1912	1912	1912	Gelatin silver print from glass negative	23.2 x 17.6 cm (9 1/8 x 6 15/16 in.)	Rogers Fund, 1991							Photographs		http://www.metmuseum.org/art/collection/search/266538	Metropolitan Museum of Art, New York, NY
1992.5	True	Photographs	Photograph	[Entrance to the Port of Boulogne]		Artist		Édouard Baldus		Baldus, Édouard	French, born Prussia	1813	1889	1855	1855	1855	Salted paper print from paper negative	28.8 x 43.5 cm (11 5/16 x 17 1/8 in.)	Purchase, Louis V. Bell Fund, 1992							Photographs		http://www.metmuseum.org/art/collection/search/266644	Metropolitan Museum of Art, New York, NY
1992.5067	False	Photographs	Photograph	Splitting		Artist		Gordon Matta-Clark		Matta-Clark, Gordon	American	1943	1978	1974	1974	1974	Chromogenic prints mounted on board	101.6 x 76.2 cm (40 x 30 in.)	Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1992							Photographs	© 2017 Estate of Gordon Matta-Clark / Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/266709	Metropolitan Museum of Art, New York, NY
1992.5107	False	Photographs	Photograph	El Morocco, New York		Artist		Garry Winogrand		Winogrand, Garry	American	1928	1984	1955	1955	1955	Gelatin silver print	23.5 x 33.7 cm (9 1/4 x 13 1/4 in.)	Purchase, The Horace W. Goldsmith Foundation Gift, 1992							Photographs	© The Estate of Garry Winogrand, courtesy Fraenkel Gallery, San Francisco	http://www.metmuseum.org/art/collection/search/266746	Metropolitan Museum of Art, New York, NY
1992.5147	False	Photographs	Photograph	Still from an Untitled Film		Artist		Cindy Sherman		Sherman, Cindy	American	1954	2054	1978	1978	1978	Gelatin silver print	18.7 x 23.9 cm (7 3/8 x 9 7/16 in.)	Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1992							Photographs	© Cindy Sherman	http://www.metmuseum.org/art/collection/search/266784	Metropolitan Museum of Art, New York, NY
1992.5149	False	Photographs	Photograph	[Brancusi's Studio]		Artist		Edward J. Steichen		Steichen, Edward J.	American, born Luxembourg	1879	1973	ca. 1920	1918	1922	Gelatin silver print	24.4 x 19.4 cm (9 5/8 x 7 5/8 in.)	Gift of Grace M. Mayer, 1992							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/266850	Metropolitan Museum of Art, New York, NY
1992.5152	True	Photographs	Photograph	Versailles, France		Artist		Eugène Atget		Atget, Eugène	French	1857-02-02	1927-08-04 00:00:00	1923	1923	1923	Albumen silver print from glass negative	17.8 x 21.9 cm (7 x 8 5/8 in.)	The Samuel J. Wagstaff Jr. Memorial and David Hunter McAlpin Funds, The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel, and Paul F. Walter, and Mr. and Mrs. John Walsh Gifts, 1992							Photographs		http://www.metmuseum.org/art/collection/search/266853	Metropolitan Museum of Art, New York, NY
1992.5154	False	Photographs	Photograph	Untitled		Artist		Sigmar Polke		Polke, Sigmar	German	1941	2010	1975	1975	1975	Gelatin silver print	"104.5 x 135.5cm (41 1/8 x 53 3/8in.)
Frame: 127 × 156.2 cm (50 × 61 1/2 in.)"	Purchase, David T. Schiff, Lila Acheson Wallace, Harriette and Noel Levine, and Nancy and Edwin Marks Gifts, 1992							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/266855	Metropolitan Museum of Art, New York, NY
1992.5158	False	Photographs	Print	Lumière		Artist		Jean-Marc Bustamante		Bustamante, Jean-Marc	French	1952		1991	1991	1991	Silkscreen on acrylic resin	110 x 185 cm (43 5/16 x 72 13/16 in.)	Purchase, The Howard Gilman Foundation Gift, 1992							Prints	© Jean-Marc Bustamante	http://www.metmuseum.org/art/collection/search/266859	Metropolitan Museum of Art, New York, NY
1993.69.3	True	Photographs	Photograph	[Female Nude, Reclining, in Profile]		Artist		Julien Vallou de Villeneuve		Vallou-de-Villeneuve, Julien	French	1795	1866	ca. 1853	1851	1855	Salted paper print from paper negative	11.2 x 15.5 cm (4 7/16 x 6 1/8 in.)	Purchase, Lila Acheson Wallace Gift, 1993							Photographs		http://www.metmuseum.org/art/collection/search/266982	Metropolitan Museum of Art, New York, NY
1993.7	True	Photographs	Photograph	[Farmyard Scene]		Artist		V. Dijon		Dijon, V.	French			1850–54	1850	1854	Albumen silver print from paper negative	27 x 29.9 cm (10 5/8 x 11 3/4 in.)	Purchase, The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel, Samuel J. Wagstaff Jr. Bequest, and Pfeiffer Fund, 1993							Photographs		http://www.metmuseum.org/art/collection/search/266983	Metropolitan Museum of Art, New York, NY
1994.144.8	False	Photographs	Photograph	Boden Sea, Uttwil		Artist		Hiroshi Sugimoto		Sugimoto, Hiroshi	Japanese	1948	2048	1993	1993	1993	Gelatin silver print	42.3 x 54.2 cm (16 5/8 x 21 5/16 in.)	Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1994							Photographs	© Hiroshi Sugimoto	http://www.metmuseum.org/art/collection/search/267010	Metropolitan Museum of Art, New York, NY
1994.182	True	Photographs	Photograph	"American Barque ""Jane Tudor,"" Conway Bay"		Artist		David Johnson		Johnson, David	British			ca. 1855	1853	1857	Salted paper print from glass negative	21.9 x 26.7 cm (8 5/8 x 10 1/2 in.)	Purchase, Nancy and Edwin Marks, Joyce and Robert Menschel, and Harriette and Noel Levine Gifts, 1994							Photographs		http://www.metmuseum.org/art/collection/search/267019	Metropolitan Museum of Art, New York, NY
1994.269	False	Photographs	Photograph	La Jibarita IV		Artist		Jan Henle		Henle, Jan	American	1948	2048	1991–94	1991	1994	Silver dye bleach print	194.3 x 204.5 cm (76 1/2 x 80 1/2 in.), framed	Purchase, The Howard Gilman Foundation Gift, 1994							Photographs	© Jan Henle	http://www.metmuseum.org/art/collection/search/267041	Metropolitan Museum of Art, New York, NY
1994.271	True	Photographs	Photograph	Avenue des Gobelins		Artist		Eugène Atget		Atget, Eugène	French	1857-02-02	1927-08-04 00:00:00	1927	1927	1927	Gelatin silver print from glass negative	36.8 x 28.6 cm (14 1/2 x 11 1/4 in.)	Purchase, Rogers Fund, and Joyce and Robert Menschel and Harriette and Noel Levine Gifts, 1994							Photographs		http://www.metmuseum.org/art/collection/search/267042	Metropolitan Museum of Art, New York, NY
1994.417	True	Photographs	Photograph	[Landscape with Cottage]		Artist|Artist		Marie-Charles-Isidore Choiselat|Stanislas Ratel		Choiselat, Marie-Charles-Isidore & Stanislas Ratel|Ratel, Stanislas	French|French	1815      |1824	1858      |1904	1844	1844	1844	Daguerreotype	16.4 x 21.7 cm (6 7/16 x 8 9/16 in.)	Louis V. Bell Fund, 1994							Photographs		http://www.metmuseum.org/art/collection/search/267087	Metropolitan Museum of Art, New York, NY
1994.83	True	Photographs	Photograph	Henri-Charles Maniglier		Artist		Unknown		Unknown				ca. 1850	1848	1852	Daguerreotype	7 x 10 cm (2 3/4 x 3 15/16 in.)	Purchase, Harriette and Noel Levine Gift, 1994							Photographs		http://www.metmuseum.org/art/collection/search/267124	Metropolitan Museum of Art, New York, NY
1995.191	False	Photographs	Photograph	Schiphol		Artist		Andreas Gursky		Gursky, Andreas	German	1955	2055	1994	1994	1994	Chromogenic print	185.4 x 221.3 cm (73 x 87 1/8 in.)	Purchase, The Howard Gilman Foundation Gift, 1995							Photographs	© Andreas Gursky	http://www.metmuseum.org/art/collection/search/267175	Metropolitan Museum of Art, New York, NY
1995.251	False	Photographs	Polaroid	Self-Portrait		Artist		Andy Warhol		Warhol, Andy	American	1928	1987	1979	1979	1979	Instant color print	61 x 50.8 cm (24 x 20 in.)	Purchase, The Andy Warhol Foundation for the Visual Arts Gift, Joyce and Robert Menschel Gift and Rogers Fund, 1995							Photographs		http://www.metmuseum.org/art/collection/search/267193	Metropolitan Museum of Art, New York, NY
1995.474	False	Photographs	Photograph	Untitled		Artist		Charles Ray		Ray, Charles	American	1953	2053	1973, printed 1989	1973	1973	Gelatin silver print	"68.6 x 101.6cm (27 x 40in.)
Frame: 76.2 × 109.2 cm (30 × 43 in.)"	Purchase, Robert Shapazian Gift, Samuel J. Wagstaff Jr. Bequest, The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel, and Harriette and Noel Levine Gift, 1995							Photographs	© Charles Ray	http://www.metmuseum.org/art/collection/search/267271	Metropolitan Museum of Art, New York, NY
1996.291a–c	False	Photographs	Photograph	Untitled		Artist		Harry Callahan		Callahan, Harry	American	1912	1999	1946	1946	1946	Gelatin silver prints	19.6 x 24.3 cm. (7 3/4 x 9 9/16 in.), each	Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1996							Photographs	© The Estate of Harry Callahan; Courtesy Pace/MacGill Gallery, New York	http://www.metmuseum.org/art/collection/search/267362	Metropolitan Museum of Art, New York, NY
1996.297	False	Photographs	Photograph	San Zaccaria, Venice		Artist		Thomas Struth		Struth, Thomas	German	1954	2054	1995	1995	1995	Chromogenic print	181.9 x 230.5 cm (71 5/8 x 90 3/4 in.)	Purchase, The Howard Gilman Foundation Gift, 1996							Photographs	© Thomas Struth	http://www.metmuseum.org/art/collection/search/267363	Metropolitan Museum of Art, New York, NY
1996.99.2	True	Photographs	Photograph	Julia Jackson		Artist		Julia Margaret Cameron		Cameron, Julia Margaret	British, born India	1815	1815	1867	1867	1867	Albumen silver print from glass negative	27.4 x 20.6 cm (10  13/16  x 8  1/8  in.)	Purchase, Joseph Pulitzer Bequest, 1996							Photographs		http://www.metmuseum.org/art/collection/search/267426	Metropolitan Museum of Art, New York, NY
33.43.132	True	Photographs	Photograph	Blessed Art Thou among Women		Artist		Gertrude Käsebier		Käsebier, Gertrude	American	1852	1934	1899	1899	1899	Platinum print	23 x 13.2 cm (9 1/16 x 5 3/16 in.)	Alfred Stieglitz Collection, 1933							Photographs		http://www.metmuseum.org/art/collection/search/267530	Metropolitan Museum of Art, New York, NY
33.43.303	True	Photographs	Photograph	The Ring Toss		Artist		Clarence H. White		White, Clarence H.	American	1871	1925	1899	1899	1899	Gum bichromate print	18 x 13.9 cm (7 1/16 x 5 1/2 in.)	Alfred Stieglitz Collection, 1933							Photographs		http://www.metmuseum.org/art/collection/search/267717	Metropolitan Museum of Art, New York, NY
33.43.334	False	Photographs	Photograph	Blind		Artist		Paul Strand		Strand, Paul	American	1890	1976	1916	1916	1916	Platinum print	34 x 25.7 cm (13 3/8 x 10 1/8 in.)	Alfred Stieglitz Collection, 1933							Photographs	©1997, Aperture Foundation Inc., Paul Strand Archive	http://www.metmuseum.org/art/collection/search/267748	Metropolitan Museum of Art, New York, NY
33.43.343	False	Photographs	Photograph	Doylestown House—Stairs from Below		Artist		Charles Sheeler		Sheeler, Charles	American	1883	1965	1917	1917	1917	Gelatin silver print	21 x 15 cm (8 1/4 x 5 15/16 in.)	Alfred Stieglitz Collection, 1933							Photographs	© The Lane Collection	http://www.metmuseum.org/art/collection/search/267757	Metropolitan Museum of Art, New York, NY
33.43.36	False	Photographs	Photograph	Balzac, The Silhouette—4 A.M.		Artist		Edward J. Steichen		Steichen, Edward J.	American, born Luxembourg	1879	1973	1908	1908	1908	Gum bichromate print	37.9 x 46 cm (14 15/16 x 18 1/8 in.)	Alfred Stieglitz Collection, 1933							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/267775	Metropolitan Museum of Art, New York, NY
33.43.39	False	Photographs	Photograph	The Flatiron		Artist		Edward J. Steichen		Steichen, Edward J.	American, born Luxembourg	1879	1973	1904, printed 1909	1900	1909	Gum bichromate over platinum print	47.8 x 38.4 cm (18 13/16 x 15 1/8 in.)	Alfred Stieglitz Collection, 1933							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/267803	Metropolitan Museum of Art, New York, NY
33.43.43	False	Photographs	Photograph	The Flatiron		Artist		Edward J. Steichen		Steichen, Edward J.	American, born Luxembourg	1879	1973	1904	1904	1904	Gum bichromate over platinum print	47.8 x 38.4 cm (18 13/16 x 15 1/8 in.)	Alfred Stieglitz Collection, 1933							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/267838	Metropolitan Museum of Art, New York, NY
33.43.44	False	Photographs	Photograph	The Flatiron		Artist		Edward J. Steichen		Steichen, Edward J.	American, born Luxembourg	1879	1973	1904, printed 1905	1904	1904	Gum bichromate over platinum print	49.9 x 38.9 cm (19 5/8 x 15 5/16 in.)	Alfred Stieglitz Collection, 1933							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/267839	Metropolitan Museum of Art, New York, NY
33.43.47	False	Photographs	Photograph	The Big White Cloud, Lake George		Artist		Edward J. Steichen		Steichen, Edward J.	American, born Luxembourg	1879	1973	1903, printed 1904	1903	1903	Direct carbon print	39.3 x 48.3 cm (15 1/2 x 19 in.)	Alfred Stieglitz Collection, 1933							Photographs	© 2017 Artists Rights Society (ARS), New York	http://www.metmuseum.org/art/collection/search/267842	Metropolitan Museum of Art, New York, NY
33.65.11, .226	True	Photographs	Panorama	Ruins of Gallego Flour Mills, Richmond		Artist|Former Attribution	Formerly attributed to	Alexander Gardner|Mathew B. Brady		Gardner, Alexander|Brady, Mathew B.	American, Scottish	1821      |1823	1882      |1896	1865	1865	1865	Albumen silver prints from glass negatives	16.3 x 36.9 cm (6 7/16 x 14 1/2 in.)	Harris Brisbane Dick Fund, 1933							Photographs		http://www.metmuseum.org/art/collection/search/267891	Metropolitan Museum of Art, New York, NY
38.34	True	Photographs	Photograph	Lemuel Shaw		Artist|Artist|Photography Studio		Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes		Southworth, Albert Sands|Hawes, Josiah Johnson|Southworth and Hawes	American|American|American	1811      |1808      |1843	1894      |1901      |1863	ca. 1850	1848	1852	Daguerreotype	21.6 x 16.5 cm (8 1/2 x 6 1/2 in.)	Gift of Edward S. Hawes, Alice Mary Hawes, and Marion Augusta Hawes, 1938							Photographs		http://www.metmuseum.org/art/collection/search/268621	Metropolitan Museum of Art, New York, NY
49.55.327	False	Photographs	Photograph	[Dance Study]		Artist		Adolf de Meyer		de Meyer, Adolf	American, born France	1868	1949	ca. 1912	1910	1914	Platinum print	32.7 x 43.5 cm (12 7/8 x 17 1/8 in.)	Alfred Stieglitz Collection, 1949							Photographs		http://www.metmuseum.org/art/collection/search/269436	Metropolitan Museum of Art, New York, NY
49.55.35	True	Photographs	Photograph	From the Back Window – 291		Artist		Alfred Stieglitz		Stieglitz, Alfred	American	1864	1946	1915	1915	1915	Platinum print	25.1 x 20.2 cm (9 7/8 x 7 15/16 in.)	Alfred Stieglitz Collection, 1949							Photographs		http://www.metmuseum.org/art/collection/search/269442	Metropolitan Museum of Art, New York, NY
1997.61.25	True	Photographs	Photograph	Georgia O'Keeffe		Artist		Alfred Stieglitz		Stieglitz, Alfred	American	1864	1946	1918	1918	1918	Palladium print	11.7 x 9 cm (4 5/8 x 3 9/16 in.)	Gift of Georgia O'Keeffe, through the generosity of The Georgia O'Keeffe Foundation and Jennifer and Joseph Duke, 1997							Photographs		http://www.metmuseum.org/art/collection/search/271570	Metropolitan Museum of Art, New York, NY
1997.61.19	True	Photographs	Photograph	Georgia O'Keeffe — Neck		Artist		Alfred Stieglitz		Stieglitz, Alfred	American	1864	1946	1921	1921	1921	Palladium print	23.6 x 19.2 cm (9 5/16 x 7 9/16 in.)	Gift of Georgia O'Keeffe, through the generosity of The Georgia O'Keeffe Foundation and Jennifer and Joseph Duke, 1997							Photographs		http://www.metmuseum.org/art/collection/search/271615	Metropolitan Museum of Art, New York, NY
1996.299	False	Photographs	Photograph	Screaming woman with blood on her hands		Artist		Diane Arbus		Arbus, Diane	American	1923-03-14 00:00:00	1971-07-26 00:00:00	1961	1961	1961	Gelatin silver print	Image: 7 1/16 × 10 1/2 in. (18 × 26.6 cm)	Purchase, The Buhl Foundation Inc. Gift, 1996							Photographs	© 1994 The Estate of Diane Arbus LLC	http://www.metmuseum.org/art/collection/search/271716	Metropolitan Museum of Art, New York, NY
43.87.17	True	Photographs	Photograph	Two Pupils in Greek Dress		Artist		Thomas Eakins		Eakins, Thomas	American	1844	1916	1883	1883	1883	Platinum print	36.8 x 26.7 cm. (14  1/2  x 10  1/2  in.)	David Hunter McAlpin Fund, 1943							Photographs		http://www.metmuseum.org/art/collection/search/271885	Metropolitan Museum of Art, New York, NY
43.87.23	True	Photographs	Photograph	[Thomas Eakins and John Laurie Wallace on a Beach]		Artist		Thomas Eakins		Eakins, Thomas	American	1844	1916	ca. 1883	1882	1884	Platinum print	25.5 x 20.4 cm (10 1/16 x 8 1/16 in.), irregular	David Hunter McAlpin Fund, 1943							Photographs		http://www.metmuseum.org/art/collection/search/271890	Metropolitan Museum of Art, New York, NY
1997.25	False	Photographs	Photograph	Harold Greengard, Twin Lakes, Connecticut		Artist		Paul Strand		Strand, Paul	American	1890	1976	1916	1916	1916	Silver-platinum print	"Image: 24.2 × 31.6 cm (9 1/2 × 12 7/16 in.)
Sheet: 24.9 × 32.3 cm (9 13/16 × 12 11/16 in.)
Mount: 28 × 33.9 cm (11 in. × 13 3/8 in.)"	Ford Motor Company Collection, Purchase, Joseph Pulitzer Bequest and The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel, and Gift of Ford Motor Company and John C. Waddell, by exchange, 1997							Photographs	© 1997 Aperture Foundation Inc., Paul Strand Archive	http://www.metmuseum.org/art/collection/search/271948	Metropolitan Museum of Art, New York, NY
