accession_number,public_domain,department,object_name,title,Artist Role,Artist Prefix,Artist Display Name,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,object_begin_date,object_end_date,acquisition_type,acquisition_date,city,country,region,classification,rights,web_link,Repository,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.5147,FALSE,Photographs,Photograph,Still from an Untitled Film,Artist,,Sigmar Polke,,"Polke, Sigmar",German,1941,2010,1978,1978,1978,Purchase The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel,1992,,,,Photographs,© Cindy Sherman,http://www.metmuseum.org/art/collection/search/266784,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.5149,FALSE,Photographs,Photograph,[Brancusi's Studio],Artist,,Jean-Marc Bustamante,,"Bustamante, Jean-Marc",French,1952,,ca. 1920,1918,1922,Gift of Grace M. Mayer,1992,,,,Photographs,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/266850,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.5152,TRUE,Photographs,Photograph,Versailles France,Artist,,Julien Vallou de Villeneuve,,"Vallou-de-Villeneuve, Julien",French,1795,1866,1923,1923,1923,The Samuel J. Wagstaff Jr. Memorial and David Hunter McAlpin Funds The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel and Paul F. Walter and Mr. and Mrs. John Walsh Gifts,1992,,,,Photographs,,http://www.metmuseum.org/art/collection/search/266853,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.5154,FALSE,Photographs,Photograph,Untitled,Artist,,V. Dijon,,"Dijon, V.",French,,,1975,1975,1975,Purchase David T. Schiff Lila Acheson Wallace Harriette and Noel Levine and Nancy and Edwin Marks Gifts,1992,,,,Photographs,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/266855,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.5158,FALSE,Photographs,Print,Lumière,Artist,,Hiroshi Sugimoto,,"Sugimoto, Hiroshi",Japanese,1948,2048,1991,1991,1991,Purchase The Howard Gilman Foundation Gift,1992,,,,Prints,© Jean-Marc Bustamante,http://www.metmuseum.org/art/collection/search/266859,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.69.3,TRUE,Photographs,Photograph,[Female Nude Reclining in Profile],Artist,,David Johnson,,"Johnson, David",British,,,ca. 1853,1851,1855,Purchase Lila Acheson Wallace Gift,1993,,,,Photographs,,http://www.metmuseum.org/art/collection/search/266982,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.7,TRUE,Photographs,Photograph,[Farmyard Scene],Artist,,Jan Henle,,"Henle, Jan",American,1948,2048,1850–54,1850,1854,Purchase The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel Samuel J. Wagstaff Jr. Bequest and Pfeiffer Fund,1993,,,,Photographs,,http://www.metmuseum.org/art/collection/search/266983,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.144.8,FALSE,Photographs,Photograph,Boden Sea Uttwil,Artist,,Eugène Atget,,"Atget, Eugène",French,1857-02-02,8/4/1927,1993,1993,1993,Purchase The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel,1994,,,,Photographs,© Hiroshi Sugimoto,http://www.metmuseum.org/art/collection/search/267010,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.182,TRUE,Photographs,Photograph,"American Barque ""Jane Tudor Conway Bay",Artist|Artist,,Marie-Charles-Isidore Choiselat|Stanislas Ratel,,"Choiselat, Marie-Charles-Isidore & Stanislas Ratel|Ratel, Stanislas",French|French,1815      |1824      ,1858      |1904      ,ca. 1855,1853,1857,Purchase Nancy and Edwin Marks Joyce and Robert Menschel and Harriette and Noel Levine Gifts,1994,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267019,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.269,FALSE,Photographs,Photograph,La Jibarita IV,Artist,,Unknown,,Unknown,,,,1991–94,1991,1994,Purchase The Howard Gilman Foundation Gift,1994,,,,Photographs,© Jan Henle,http://www.metmuseum.org/art/collection/search/267041,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.271,TRUE,Photographs,Photograph,Avenue des Gobelins,Artist,,Andreas Gursky,,"Gursky, Andreas",German,1955,2055,1927,1927,1927,Purchase Rogers Fund and Joyce and Robert Menschel and Harriette and Noel Levine Gifts,1994,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267042,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.417,TRUE,Photographs,Photograph,[Landscape with Cottage],Artist,,Andy Warhol,,"Warhol, Andy",American,1928,1987,1844,1844,1844,Louis V. Bell Fund,1994,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267087,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.83,TRUE,Photographs,Photograph,Henri-Charles Maniglier,Artist,,Charles Ray,,"Ray, Charles",American,1953,2053,ca. 1850,1848,1852,Purchase Harriette and Noel Levine Gift,1994,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267124,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995.191,FALSE,Photographs,Photograph,Schiphol,Artist,,Harry Callahan,,"Callahan, Harry",American,1912,1999,1994,1994,1994,Purchase The Howard Gilman Foundation Gift,1995,,,,Photographs,© Andreas Gursky,http://www.metmuseum.org/art/collection/search/267175,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995.251,FALSE,Photographs,Polaroid,Self-Portrait,Artist,,Thomas Struth,,"Struth, Thomas",German,1954,2054,1979,1979,1979,Purchase The Andy Warhol Foundation for the Visual Arts Gift Joyce and Robert Menschel Gift and Rogers Fund,1995,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267193,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995.474,FALSE,Photographs,Photograph,Untitled,Artist,,Julia Margaret Cameron,,"Cameron, Julia Margaret","British, born India",1815,1815,1973 printed 1989,1973,1973,Purchase Robert Shapazian Gift Samuel J. Wagstaff Jr. Bequest The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel and Harriette and Noel Levine Gift,1995,,,,Photographs,© Charles Ray,http://www.metmuseum.org/art/collection/search/267271,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.291a–c,FALSE,Photographs,Photograph,Untitled,Artist,,Gertrude Käsebier,,"Käsebier, Gertrude",American,1852,1934,1946,1946,1946,Purchase The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel,1996,,,,Photographs,© The Estate of Harry Callahan; Courtesy Pace/MacGill Gallery New York,http://www.metmuseum.org/art/collection/search/267362,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.297,FALSE,Photographs,Photograph,San Zaccaria Venice,Artist,,Clarence H. White,,"White, Clarence H.",American,1871,1925,1995,1995,1995,Purchase The Howard Gilman Foundation Gift,1996,,,,Photographs,© Thomas Struth,http://www.metmuseum.org/art/collection/search/267363,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.99.2,TRUE,Photographs,Photograph,Julia Jackson,Artist,,Paul Strand,,"Strand, Paul",American,1890,1976,1867,1867,1867,Purchase Joseph Pulitzer Bequest,1996,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267426,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.132,TRUE,Photographs,Photograph,Blessed Art Thou among Women,Artist,,Charles Sheeler,,"Sheeler, Charles",American,1883,1965,1899,1899,1899,Alfred Stieglitz Collection,1933,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267530,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.303,TRUE,Photographs,Photograph,The Ring Toss,Artist,,Edward J. Steichen,,"Steichen, Edward J.","American, born Luxembourg",1879,1973,1899,1899,1899,Alfred Stieglitz Collection,1933,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267717,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.334,FALSE,Photographs,Photograph,Blind,Artist,,Edward J. Steichen,,"Steichen, Edward J.","American, born Luxembourg",1879,1973,1916,1916,1916,Alfred Stieglitz Collection,1933,,,,Photographs,©1997 Aperture Foundation Inc. Paul Strand Archive,http://www.metmuseum.org/art/collection/search/267748,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.343,FALSE,Photographs,Photograph,Doylestown House—Stairs from Below,Artist,,Edward J. Steichen,,"Steichen, Edward J.","American, born Luxembourg",1879,1973,1917,1917,1917,Alfred Stieglitz Collection,1933,,,,Photographs,© The Lane Collection,http://www.metmuseum.org/art/collection/search/267757,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.36,FALSE,Photographs,Photograph,Balzac The Silhouette—4 A.M.,Artist,,Edward J. Steichen,,"Steichen, Edward J.","American, born Luxembourg",1879,1973,1908,1908,1908,Alfred Stieglitz Collection,1933,,,,Photographs,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/267775,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.39,FALSE,Photographs,Photograph,The Flatiron,Artist,,Edward J. Steichen,,"Steichen, Edward J.","American, born Luxembourg",1879,1973,1904 printed 1909,1900,1909,Alfred Stieglitz Collection,1933,,,,Photographs,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/267803,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.43,FALSE,Photographs,Photograph,The Flatiron,Artist|Former Attribution,Formerly attributed to,Alexander Gardner|Mathew B. Brady,,"Gardner, Alexander|Brady, Mathew B.","American, Scottish",1821      |1823      ,1882      |1896      ,1904,1904,1904,Alfred Stieglitz Collection,1933,,,,Photographs,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/267838,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.44,FALSE,Photographs,Photograph,The Flatiron,Artist|Artist|Photography Studio,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,,"Southworth, Albert Sands|Hawes, Josiah Johnson|Southworth and Hawes",American|American|American,1811      |1808      |1843      ,1894      |1901      |1863      ,1904 printed 1905,1904,1904,Alfred Stieglitz Collection,1933,,,,Photographs,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/267839,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.43.47,FALSE,Photographs,Photograph,The Big White Cloud Lake George,Artist,,Adolf de Meyer,,"de Meyer, Adolf","American, born France",1868,1949,1903 printed 1904,1903,1903,Alfred Stieglitz Collection,1933,,,,Photographs,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/267842,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33.65.11, .226",TRUE,Photographs,Panorama,Ruins of Gallego Flour Mills Richmond,Artist,,Alfred Stieglitz,,"Stieglitz, Alfred",American,1864,1946,1865,1865,1865,Harris Brisbane Dick Fund,1933,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267891,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.34,TRUE,Photographs,Photograph,Lemuel Shaw,Artist,,Alfred Stieglitz,,"Stieglitz, Alfred",American,1864,1946,ca. 1850,1848,1852,Gift of Edward S. Hawes Alice Mary Hawes and Marion Augusta Hawes,1938,,,,Photographs,,http://www.metmuseum.org/art/collection/search/268621,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.55.327,FALSE,Photographs,Photograph,[Dance Study],Artist,,Alfred Stieglitz,,"Stieglitz, Alfred",American,1864,1946,ca. 1912,1910,1914,Alfred Stieglitz Collection,1949,,,,Photographs,,http://www.metmuseum.org/art/collection/search/269436,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.55.35,TRUE,Photographs,Photograph,From the Back Window – 291,Artist,,Diane Arbus,,"Arbus, Diane",American,3/14/1923,7/26/1971,1915,1915,1915,Alfred Stieglitz Collection,1949,,,,Photographs,,http://www.metmuseum.org/art/collection/search/269442,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.61.25,TRUE,Photographs,Photograph,Georgia O'Keeffe,Artist,,Thomas Eakins,,"Eakins, Thomas",American,1844,1916,1918,1918,1918,Gift of Georgia O'Keeffe through the generosity of The Georgia O'Keeffe Foundation and Jennifer and Joseph Duke,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/271570,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.61.19,TRUE,Photographs,Photograph,Georgia O'Keeffe — Neck,Artist,,Thomas Eakins,,"Eakins, Thomas",American,1844,1916,1921,1921,1921,Gift of Georgia O'Keeffe through the generosity of The Georgia O'Keeffe Foundation and Jennifer and Joseph Duke,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/271615,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.299,FALSE,Photographs,Photograph,Screaming woman with blood on her hands,Artist,,Paul Strand,,"Strand, Paul",American,1890,1976,1961,1961,1961,Purchase The Buhl Foundation Inc. Gift,1996,,,,Photographs,© 1994 The Estate of Diane Arbus LLC,http://www.metmuseum.org/art/collection/search/271716,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.87.17,TRUE,Photographs,Photograph,Two Pupils in Greek Dress,Artist,,Francesca Woodman,,"Woodman, Francesca",American ,1958,1981,1883,1883,1883,David Hunter McAlpin Fund,1943,,,,Photographs,,http://www.metmuseum.org/art/collection/search/271885,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.87.23,TRUE,Photographs,Photograph,[Thomas Eakins and John Laurie Wallace on a Beach],Artist,,Louis-Rémy Robert,,"Robert, Louis-Rémy",French,1810,1882,ca. 1883,1882,1884,David Hunter McAlpin Fund,1943,,,,Photographs,,http://www.metmuseum.org/art/collection/search/271890,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.25,FALSE,Photographs,Photograph,Harold Greengard Twin Lakes Connecticut,Artist,,Walker Evans,,"Evans, Walker",American,1903,1975,1916,1916,1916,Ford Motor Company Collection Purchase Joseph Pulitzer Bequest and The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel and Gift of Ford Motor Company and John C. Waddell by exchange,1997,,,,Photographs,© 1997 Aperture Foundation Inc. Paul Strand Archive,http://www.metmuseum.org/art/collection/search/271948,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.322,FALSE,Photographs,Photograph,Untitled,Artist,,Adam Fuss,,"Fuss, Adam",British,1961,1961,ca. 1980,1980,1980,Purchase The Herbert and Nannette Rothschild Fund Gift in memory of Judith Rothschild,1996,,,,Photographs,© George and Betty Woodman,http://www.metmuseum.org/art/collection/search/271954,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.363.2,TRUE,Photographs,Photograph,Romesnil,Artist,,Patrick Faigenbaum,,"Faigenbaum, Patrick",French,1954,,1850–55,1850,1855,Purchase Joseph Pulitzer Bequest,1996,,,,Photographs,,http://www.metmuseum.org/art/collection/search/271963,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.245.135,FALSE,Photographs,Polaroid,[Abandoned House],Artist,,William Henry Fox Talbot,,"Talbot, William Henry Fox",British,1800,1800,1973–74,1973,1974,Purchase Samuel J. Wagstaff Jr. Bequest and Lila Acheson Wallace Gift,1994,,,,Photographs,© Walker Evans Archive The Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/272071,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.195,FALSE,Photographs,Photogram,Love,Artist|Artist|Photography Studio,,David Octavius Hill|Robert  Adamson|Hill and Adamson,,"Hill, David Octavius|Adamson, Robert|Hill and Adamson","British, Scottish|British, Scottish|British, Scottish",1802      |1821      |1843      ,1870      |1848      |1848      ,1992,1992,1992,Purchase Rogers Fund by exchange and Joyce and Robert Menschel Gift,1997,,,,Photographs,© Adam Fuss,http://www.metmuseum.org/art/collection/search/281940,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.108,FALSE,Photographs,Photograph,Mestanskeho Pivovaru,Artist,,Roger Fenton,,"Fenton, Roger",British,1819,1819,1994–96,1994,1996,Purchase Anonymous Gift,1997,,,,Photographs,© Patrick Faigenbaum,http://www.metmuseum.org/art/collection/search/281977,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.382.1,TRUE,Photographs,Paper negative,[The Oriel Window South Gallery Lacock Abbey],Artist,,Roger Fenton,,"Fenton, Roger",British,1819,1819,probably 1835,1835,1835,The Rubel Collection Purchase Ann Tenenbaum and Thomas H. Lee and Anonymous Gifts,1997,,,,Negatives,,http://www.metmuseum.org/art/collection/search/282004,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.382.19,TRUE,Photographs,Photograph,[Newhaven Fishwives],Artist,,Julia Margaret Cameron,,"Cameron, Julia Margaret","British, born India",1815,1815,ca. 1845,1843,1847,The Rubel Collection Purchase Lila Acheson Wallace Harriette and Noel Levine and Alexandra R. Marshall Gifts,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282022,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.382.34,TRUE,Photographs,Photograph,[Reclining Odalisque],Artist,,John Adams Whipple,,"Whipple, John Adams",American,1822,1891,1858,1858,1858,The Rubel Collection Purchase Lila Acheson Wallace Anonymous Joyce and Robert Menschel Jennifer and Joseph Duke and Ann Tenenbaum and Thomas H. Lee Gifts,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282039,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.382.35,TRUE,Photographs,Photograph,[Landscape with Clouds],Artist,,Félix-Jacques-Antoine Moulin,,"Moulin, Félix-Jacques-Antoine",French,1800,1875,probably 1856,1856,1856,The Rubel Collection Purchase Anonymous Gift Curator's Discretionary Grant from The Judith Rothschild Foundation and Thomas Walther Gift,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282040,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.382.38,TRUE,Photographs,Photograph,Zoe Maid of Athens,Artist,,Edmond Bacot,,"Bacot, Edmond",French,1814,1875,1866,1866,1866,The Rubel Collection Purchase Lila Acheson Wallace Ann Tenenbaum and Thomas H. Lee and Muriel Kallis Newman Gifts,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282043,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.382.41,TRUE,Photographs,Photograph,[Cornelius Conway Felton with His Hat and Coat],Artist|Artist|Person in Photograph,,Adrien Tournachon|Nadar|Jean-Charles Deburau,,"Tournachon, Adrien|Nadar|Deburau, Jean-Charles",French|French,1825      |1820      |1829      ,1903      |1910      |1873      ,early 1850s,1850,1853,The Rubel Collection Purchase Lila Acheson Wallace W. Bruce and Delaney H. Lundberg and Ann Tenenbaum and Thomas H. Lee Gifts,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282046,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.382.46,TRUE,Photographs,Photograph,[Two Standing Female Nudes],Artist,,Charles Nègre,,"Nègre, Charles",French,1820,1880,ca. 1850,1848,1852,The Rubel Collection Purchase Anonymous Gift and Lila Acheson Wallace Gift,1997,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282051,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995.96.10,TRUE,Photographs,Photograph,Saint-Maclou Rouen,Artist,,David Smith,,"Smith, David",American,1906,1965,1852–54,1852,1854,Harris Brisbane Dick Fund,1995,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282163,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
